,tok_src,tok_trg,tok_pred,smi_src,smi_trg,smi_pred,Tc
381,CCC)C)OC=O)CNC=O)CN)CCC=O)N7Ccccccc6,CCC)C)OC=O)CNC=O)CNC=O)cccccc6C9=O))))))))))CCC=O)N7Ccccccc6,CCC)C)OC=O)CNC=O)CNC=O)OCcccccc6))))))))))CCC=O)N7Ccccccc6,CC(C)(C)OC(=O)CN1C(=O)C(N)CCC(=O)N1Cc2ccccc2,CC(C)(C)OC(=O)CN3C(=O)C(N2C(=O)c1ccccc1C2=O)CCC(=O)N3Cc4ccccc4,CC(C)(C)OC(=O)CN2C(=O)C(NC(=O)OCc1ccccc1)CCC(=O)N2Cc3ccccc3,0.6115702479338843
382,COccccc-cccccN)c6))))))ncC)c6cc%10OC,COccccc-ccccc[N+]=O)[O-]))c6))))))ncC)c6cc%10OC,COccccc-ccccc[N+]=O)[O-]))c6))))))ncC)c6cc%10OC,COc3cc2cc(-c1cccc(N)c1)nc(C)c2cc3OC,COc3cc2cc(-c1cccc([N+](=O)[O-])c1)nc(C)c2cc3OC,COc3cc2cc(-c1cccc([N+](=O)[O-])c1)nc(C)c2cc3OC,1.0
383,CccccC=O)O))cc6NCCCCC6))OCCO5,COC=O)ccccC)cNCCCCC6))OCCO5))))))))c6,COC=O)ccccC)cNCCCCC6))OCCO5))))))))c6,Cc1ccc(C(=O)O)cc1N2CCC3(CC2)OCCO3,COC(=O)c3ccc(C)c(N1CCC2(CC1)OCCO2)c3,COC(=O)c3ccc(C)c(N1CCC2(CC1)OCCO2)c3,1.0
384,CCC)CC=CCCC5O,CCC)C[Mg+].OCCCC=C5Br,CCC)CC=CCCC5=O,CC(C)CC1=CCCC1O,CC(C)C[Mg+].OC1CCC=C1Br,CC(C)CC1=CCCC1=O,0.29545454545454547
385,CCC)C=O)O))cccF)ccc6Br,COC=O)CC)C)cccF)ccc6Br,COC=O)CC)C)cccF)ccc6Br,CC(C)(C(=O)O)c1cc(F)ccc1Br,COC(=O)C(C)(C)c1cc(F)ccc1Br,COC(=O)C(C)(C)c1cc(F)ccc1Br,1.0
386,CNCCCC5CCNC=O)CCncncc=O)[nH]cnc69,CCOC=O)CCncncc=O)[nH]cnc69.CNCCCC5CCN,CNCCCC5CCN.O=CO)CCncncc=O)[nH]cnc69,CN1CCCC1CCNC(=O)CCn3cnc2c(=O)[nH]cnc23,CCOC(=O)CCn2cnc1c(=O)[nH]cnc12.CN3CCCC3CCN,CN1CCCC1CCN.O=C(O)CCn3cnc2c(=O)[nH]cnc23,0.7948717948717948
387,CccccO[C@H]CCNC=O)OCcccccc6)))))))))C[C@H]6O))))))))cc6C,CccccOCCCNC=O)OCcccccc6)))))))))CC6=O))))))))cc6C,CccccO[C@H]CCNC[C@H]6O))))))))cc6C.O=CCl)OCcccccc6,Cc3ccc(O[C@H]2CCN(C(=O)OCc1ccccc1)C[C@H]2O)cc3C,Cc3ccc(OC2CCN(C(=O)OCc1ccccc1)CC2=O)cc3C,Cc2ccc(O[C@H]1CCNC[C@H]1O)cc2C.O=C(Cl)OCc3ccccc3,0.5957446808510638
388,CCC)NC=O)ccccCCC3)))cOCCCC3)))))n6))))))))cccccn6,CCC)N)cccccn6.O=CO)ccccCCC3)))cOCCCC3)))))n6,CCC)N)cccccn6.O=CO)ccccCCC3)))cOCCCC3)))))n6,CC(C)(NC(=O)c3ccc(C1CC1)c(OCC2CC2)n3)c4ccccn4,CC(C)(N)c1ccccn1.O=C(O)c4ccc(C2CC2)c(OCC3CC3)n4,CC(C)(N)c1ccccn1.O=C(O)c4ccc(C2CC2)c(OCC3CC3)n4,1.0
389,CCC)OC=O)NCCN)=O)))ccccBr)cc6%10,CCC)OC=O)NccccBr)cc6%10.NC=O)CBr,CCC)OC=O)NCC=O)O)))ccccBr)cc6%10.N,CC2(C)OC(=O)N(CC(N)=O)c1ccc(Br)cc12,CC2(C)OC(=O)Nc1ccc(Br)cc12.NC(=O)CBr,CC2(C)OC(=O)N(CC(=O)O)c1ccc(Br)cc12.N,0.48484848484848486
390,Cconc-cccccc6))))))c5-ccnccN)ccc6n9,Cconc-cccccc6))))))c5-ccnccNC=O)OCC)C)C)))))ccc6n9,Cconc-cccccc6))))))c5-ccncc[N+]=O)[O-]))ccc6n9,Cc2onc(-c1ccccc1)c2-c4cn3cc(N)ccc3n4,Cc2onc(-c1ccccc1)c2-c4cn3cc(NC(=O)OC(C)(C)C)ccc3n4,Cc2onc(-c1ccccc1)c2-c4cn3cc([N+](=O)[O-])ccc3n4,0.6413043478260869
391,CCCCC))Occc-cncCNC=O)cncccc6C))))))))))co5)))))ccc6OC,CCCBr)CC.COcccc-cncCNC=O)cncccc6C))))))))))co5)))))cc6O,CCCCC))Occc-cncCN))co5)))))ccc6OC.Cccccnc6C=O)O,CCC(CC)Oc3cc(-c2nc(CNC(=O)c1ncccc1C)co2)ccc3OC,CCC(Br)CC.COc3ccc(-c2nc(CNC(=O)c1ncccc1C)co2)cc3O,CCC(CC)Oc2cc(-c1nc(CN)co1)ccc2OC.Cc3cccnc3C(=O)O,0.6226415094339622
392,Ncnccc-cccccc6)CCN5))))))))n6,CC=O)NCCccc-cccncN)n6))))))ccc69,CCC)C)OC=O)NCCccc-cccncN)n6))))))ccc69,Nc3nccc(-c1ccc2c(c1)CCN2)n3,CC(=O)N3CCc2cc(-c1ccnc(N)n1)ccc23,CC(C)(C)OC(=O)N3CCc2cc(-c1ccnc(N)n1)ccc23,0.7352941176470589
393,COC=O)cccSC))cncCl)ncNCCOCC6))))))c6n%10,COC=O)cccCl)cncCl)ncNCCOCC6))))))c6n%10.C[S-],CCOCCN6.COC=O)cccSC))cncCl)ncCl)c6n%10,COC(=O)c3cc(SC)c2nc(Cl)nc(N1CCOCC1)c2n3,COC(=O)c3cc(Cl)c2nc(Cl)nc(N1CCOCC1)c2n3.C[S-],C1COCCN1.COC(=O)c3cc(SC)c2nc(Cl)nc(Cl)c2n3,0.5348837209302325
394,Ccccc-nnccn5)))))cC=O)NCCC[C@@H]C)[C@H]6CNcccC)ncncC)nn95))))))))))))))))))c6,CcccCl)nncC)nc5n9.Ccccc-nnccn5)))))cC=O)NCCC[C@@H]C)[C@H]6CN)))))))))c6,CBOBC)OBC)O6.Ccccc-nnccn5)))))cC=O)NCCC[C@@H]C)[C@H]6CNcccCl)ncncC)nn95))))))))))))))))))c6,Cc5ccc(-n1nccn1)c(C(=O)N2CCC[C@@H](C)[C@H]2CNc3cc(C)nc4nc(C)nn34)c5,Cc2cc(Cl)n1nc(C)nc1n2.Cc5ccc(-n3nccn3)c(C(=O)N4CCC[C@@H](C)[C@H]4CN)c5,CB1OB(C)OB(C)O1.Cc6ccc(-n2nccn2)c(C(=O)N3CCC[C@@H](C)[C@H]3CNc4cc(Cl)nc5nc(C)nn45)c6,0.6343283582089553
395,CCC)NCCncCCccccCl)cCl)c6))))))CCCC5))))))nc=O)cO)c6C%10=O,CCC)NCCncCCccccCl)cCl)c6))))))CCCC5))))))nc=O)cOCcccccc6))))))))c6C%10=O,CCC)NCCncCCccccCl)cCl)c6))))))CCCC5))))))nc=O)cOCcccccc6))))))))c6C%10=O,CC(C)N4CCn3c(CC2(c1ccc(Cl)c(Cl)c1)CCCC2)nc(=O)c(O)c3C4=O,CC(C)N5CCn4c(CC2(c1ccc(Cl)c(Cl)c1)CCCC2)nc(=O)c(OCc3ccccc3)c4C5=O,CC(C)N5CCn4c(CC2(c1ccc(Cl)c(Cl)c1)CCCC2)nc(=O)c(OCc3ccccc3)c4C5=O,1.0
396,O=CNccccnn6)))))))NCCNcnccc-ccccF)cc6F)))))))n6))))))CC6,Fcccc-cccncNCCNCC6))))))n6))))))cF)c6.O=CNccccnn6)))))))OCCCl)Cl)Cl,Fcccc-cccncNCCNCC6))))))n6))))))cF)c6.O=CNccccnn6)))))))OCCCl)Cl)Cl,O=C(Nc1cccnn1)N4CCN(c3nccc(-c2ccc(F)cc2F)n3)CC4,Fc3ccc(-c2ccnc(N1CCNCC1)n2)c(F)c3.O=C(Nc4cccnn4)OCC(Cl)(Cl)Cl,Fc3ccc(-c2ccnc(N1CCNCC1)n2)c(F)c3.O=C(Nc4cccnn4)OCC(Cl)(Cl)Cl,1.0
397,C=CCccncc-cccccc6)CCcnncn5-9))))))))))))c6))))))CC3,Brcccccc6)CCcnncn5-9.C=CCccnccBO)O))c6))))))CC3,Brccncc-cccccc6)CCcnncn5-9))))))))))))c6.C=CCBOCC)C)CC)C)O5)))))CC3,C=CC5(c4cncc(-c1ccc3c(c1)CCc2nncn2-3)c4)CC5,Brc1ccc3c(c1)CCc2nncn2-3.C=CC5(c4cncc(B(O)O)c4)CC5,Brc4cncc(-c1ccc3c(c1)CCc2nncn2-3)c4.C=CC6(B5OC(C)(C)C(C)(C)O5)CC6,0.5
398,CC=O)OccccnccOCCNCCCNC=O)cccccc6)NC=O)CS6)))))))))))CC6)))))))))nc6c%10,CC=O)Cl.O=CCSccccC=O)NCCCNCCOccnccccO)cc6n%10)))))))))))))CC6))))))))cc6N%10,CC=O)OccccnccOCCBr))))nc6c%10.O=CCSccccC=O)NCCCNCC6))))))))cc6N%10,CC(=O)Oc5ccc4ncc(OCCN3CCC(NC(=O)c1ccc2c(c1)NC(=O)CS2)CC3)nc4c5,CC(=O)Cl.O=C5CSc4ccc(C(=O)NC3CCN(CCOc2cnc1ccc(O)cc1n2)CC3)cc4N5,CC(=O)Oc2ccc1ncc(OCCBr)nc1c2.O=C5CSc4ccc(C(=O)NC3CCNCC3)cc4N5,0.6615384615384615
399,O=CO)ccccBr)csc5cn9,COC=O)ccccBr)csc5cn9,COC=O)ccccBr)csc5cn9,O=C(O)c2cc1c(Br)csc1cn2,COC(=O)c2cc1c(Br)csc1cn2,COC(=O)c2cc1c(Br)csc1cn2,1.0
400,COccN)ccOccCl)ccC=O)NC)CC=O)O)))))cc6Cl))))))))cc6CC)C,COccCC)C))ccOccCl)ccC=O)NC)CC=O)O)))))cc6Cl))))))))cc6[N+]=O)[O-],CNCC=O)O.COccN)ccOccCl)ccC=O)O))cc6Cl))))))))cc6CC)C,COc2c(N)cc(Oc1c(Cl)cc(C(=O)N(C)CC(=O)O)cc1Cl)cc2C(C)C,COc2c(C(C)C)cc(Oc1c(Cl)cc(C(=O)N(C)CC(=O)O)cc1Cl)cc2[N+](=O)[O-],CNCC(=O)O.COc2c(N)cc(Oc1c(Cl)cc(C(=O)O)cc1Cl)cc2C(C)C,0.61
401,COC=O)COcccN)ncC)c6CN,COC=O)COcccN)ncC)c6C#N,COC=O)COcccN)ncC)c6CNC=O)OCC)C)C,COC(=O)COc1cc(N)nc(C)c1CN,COC(=O)COc1cc(N)nc(C)c1C#N,COC(=O)COc1cc(N)nc(C)c1CNC(=O)OC(C)(C)C,0.4857142857142857
402,CcccccNcccC=O)NcccccBr)c6))))))))ccc6SccccN)cc6))))))))))))))ncnc6n%10,CcccccNcccC=O)NcccccBr)c6))))))))ccc6SccccNC=O)OCC)C)C)))))cc6))))))))))))))ncnc6n%10,CcccccNcccC=O)NcccccBr)c6))))))))ccc6Scccc[N+]=O)[O-]))cc6))))))))))))))ncnc6n%10,Cc5ccc4c(Nc2cc(C(=O)Nc1cccc(Br)c1)ccc2Sc3ccc(N)cc3)ncnc4n5,Cc5ccc4c(Nc2cc(C(=O)Nc1cccc(Br)c1)ccc2Sc3ccc(NC(=O)OC(C)(C)C)cc3)ncnc4n5,Cc5ccc4c(Nc2cc(C(=O)Nc1cccc(Br)c1)ccc2Sc3ccc([N+](=O)[O-])cc3)ncnc4n5,0.75
403,C#CCCOSC)=O)=O))))CC3,C#CCCO))CC3.CS=O)=O)Cl,C#CCCO))CC3.CS=O)=O)Cl,C#CC1(COS(C)(=O)=O)CC1,C#CC1(CO)CC1.CS(=O)(=O)Cl,C#CC1(CO)CC1.CS(=O)(=O)Cl,1.0
404,O=CO)CCCCCCCCCCCCCCCCCNC=O)C=CC5=O,O=CO)/C=C\C=O)NCCCCCCCCCCCCCCCCCC=O)O,CCOC=O)CCCCCCCCCCCCCCCNC=O)C=CC5=O,O=C(O)CCCCCCCCCCCCCCCCCN1C(=O)C=CC1=O,O=C(O)/C=C\C(=O)NCCCCCCCCCCCCCCCCCC(=O)O,CCOC(=O)CCCCCCCCCCCCCCCN1C(=O)C=CC1=O,0.43119266055045874
405,CCOcccc-ccccO)cF)c6F)))))))cF)c6F,CCOccccBO)O))cF)c6F.OccccBr)cF)c6F,CCOcccc-ccccOC))cF)c6F)))))))cF)c6F,CCOc2ccc(-c1ccc(O)c(F)c1F)c(F)c2F,CCOc1ccc(B(O)O)c(F)c1F.Oc2ccc(Br)c(F)c2F,CCOc2ccc(-c1ccc(OC)c(F)c1F)c(F)c2F,0.5189873417721519
406,CNCcccccc6)))))))C=O)C=O)cc[nH]cccccc96,CNCcccccc6.O=CCl)C=O)cc[nH]cccccc96,CNCcccccc6.O=CO)C=O)cc[nH]cccccc96,CN(Cc1ccccc1)C(=O)C(=O)c2c[nH]c3ccccc23,CNCc1ccccc1.O=C(Cl)C(=O)c2c[nH]c3ccccc23,CNCc1ccccc1.O=C(O)C(=O)c2c[nH]c3ccccc23,0.8571428571428571
407,O=CO)ccncc-cccoc5)))))c6,COC=O)ccncc-cccoc5)))))c6,CCOC=O)ccncc-cccoc5)))))c6,O=C(O)c2cncc(-c1ccoc1)c2,COC(=O)c2cncc(-c1ccoc1)c2,CCOC(=O)c2cncc(-c1ccoc1)c2,0.78
408,O=CCccccCl)cc6)))))))Nnnc-ccccCl)cc6))))))cccccc6c%10=O,Nnnc-ccccCl)cc6))))))cccccc6c%10=O.O=CO)CccccCl)cc6,Nnnc-ccccCl)cc6))))))cccccc6c%10=O.O=CO)CccccCl)cc6,O=C(Cc1ccc(Cl)cc1)Nn4nc(-c2ccc(Cl)cc2)c3ccccc3c4=O,Nn3nc(-c1ccc(Cl)cc1)c2ccccc2c3=O.O=C(O)Cc4ccc(Cl)cc4,Nn3nc(-c1ccc(Cl)cc1)c2ccccc2c3=O.O=C(O)Cc4ccc(Cl)cc4,1.0
409,CNCCO)cccccc6))))))))ccccncc-ccccnccc6o9)))))))))n5n9,CNCCO)cccccc6.Clccccncc-ccccnccc6o9)))))))))n5n9,CNCCO)cccccc6))))))))ccccnccBr)n5n9.OBO)ccccnccc6o9,CN(CC(O)c1ccccc1)c5ccc4ncc(-c3cc2cnccc2o3)n4n5,CNCC(O)c1ccccc1.Clc5ccc4ncc(-c3cc2cnccc2o3)n4n5,CN(CC(O)c1ccccc1)c3ccc2ncc(Br)n2n3.OB(O)c5cc4cnccc4o5,0.5877192982456141
410,Ccc-cccncc6))))))c-ccccF)cc6))))))nc5SCC5,OCcc-cccncc6))))))c-ccccF)cc6))))))nc5SCC5,Ccc-cccncc6))))))c-ccccF)cc6))))))nc5SCC5=O,Cc3c(-c1ccncc1)c(-c2ccc(F)cc2)n4c3SCC4,OCc3c(-c1ccncc1)c(-c2ccc(F)cc2)n4c3SCC4,Cc3c(-c1ccncc1)c(-c2ccc(F)cc2)n4c3SCC4=O,0.5833333333333334
411,CCC)C)OC=O)NCCNCCNcccc-ncccOCccccCl)cn6))))))))cc6=O)))))))cn6))))))CC6,CCC)C)OC=O)NCCNCCNCC6.O=cccOCccccCl)cn6))))))))ccn6-ccccF)nc6,CCC)C)OC=O)NCCNCCNccccBr)cn6))))))CC6.O=cccOCccccCl)cn6))))))))cc[nH]6,CC(C)(C)OC(=O)NCCN4CCN(c3ccc(-n2ccc(OCc1ccc(Cl)cn1)cc2=O)cn3)CC4,CC(C)(C)OC(=O)NCCN1CCNCC1.O=c3cc(OCc2ccc(Cl)cn2)ccn3-c4ccc(F)nc4,CC(C)(C)OC(=O)NCCN2CCN(c1ccc(Br)cn1)CC2.O=c4cc(OCc3ccc(Cl)cn3)cc[nH]4,0.6176470588235294
412,CCC)C)OC=O)NcscccF)cnc6c9C=O)Nccnccc6NCCC[C@H]NC=O)OCC)C)C)))))C6,CCC)C)OC=O)N[C@H]CCCNcccncc6N)))))))C6.CCC)C)OC=O)NcscccF)cnc6c9C=O)O,CCC)C)OC=O)N[C@H]CCCNcccncc6N)))))))C6.CCC)C)OC=O)NcscccF)cnc6c9C=O)O,CC(C)(C)OC(=O)Nc2sc1cc(F)cnc1c2C(=O)Nc3cnccc3N4CCC[C@H](NC(=O)OC(C)(C)C)C4,CC(C)(C)OC(=O)N[C@H]2CCCN(c1ccncc1N)C2.CC(C)(C)OC(=O)Nc4sc3cc(F)cnc3c4C(=O)O,CC(C)(C)OC(=O)N[C@H]2CCCN(c1ccncc1N)C2.CC(C)(C)OC(=O)Nc4sc3cc(F)cnc3c4C(=O)O,1.0
413,CS=O)=O)NccccCNC=O)C=CccccCF)F)F))nc6OCcccccc6)))))))))))))))))))cc6F,CS=O)=O)NccccCN))cc6F.O=CO)C=CccccCF)F)F))nc6OCcccccc6,CS=O)=O)NccccCN))cc6F.O=CO)C=CccccCF)F)F))nc6OCcccccc6,CS(=O)(=O)Nc3ccc(CNC(=O)C=Cc1ccc(C(F)(F)F)nc1OCc2ccccc2)cc3F,CS(=O)(=O)Nc1ccc(CN)cc1F.O=C(O)C=Cc2ccc(C(F)(F)F)nc2OCc3ccccc3,CS(=O)(=O)Nc1ccc(CN)cc1F.O=C(O)C=Cc2ccc(C(F)(F)F)nc2OCc3ccccc3,1.0
414,CNC=O)NcncNCcccccc6)OCO5))))))))))cccCl)ccc6n%10,CN=C=O.NcncNCcccccc6)OCO5))))))))))cccCl)ccc6n%10,CN=C=O.NcncNCcccccc6)OCO5))))))))))cccCl)ccc6n%10,CNC(=O)Nc4nc(NCc1ccc2c(c1)OCO2)c3cc(Cl)ccc3n4,CN=C=O.Nc4nc(NCc1ccc2c(c1)OCO2)c3cc(Cl)ccc3n4,CN=C=O.Nc4nc(NCc1ccc2c(c1)OCO2)c3cc(Cl)ccc3n4,1.0
415,CCCCCCCCCCCCCCCCNC=O)NC)CCO,CCCCCCCCCCCCCCCCN=C=O.CNCCO,CCCCCCCCCCCCCCCCN=C=O.CNCCO,CCCCCCCCCCCCCCCCNC(=O)N(C)CCO,CCCCCCCCCCCCCCCCN=C=O.CNCCO,CCCCCCCCCCCCCCCCN=C=O.CNCCO,1.0
416,COcccccccc6cc%10NC=O)Ncccccccccc%106,COcccccccc6cc%10N.O=C=Ncccccccccc%106,COcccccccc6cc%10N.O=C=Ncccccccccc%106,COc2cc1ccccc1cc2NC(=O)Nc3cccc4ccccc34,COc2cc1ccccc1cc2N.O=C=Nc3cccc4ccccc34,COc2cc1ccccc1cc2N.O=C=Nc3cccc4ccccc34,1.0
417,OCCCCCCCC6))OCCO5,COC=O)CCCCCCC6))OCCO5,O=CO)CCCCCCC6))OCCO5,OCCC1CCC2(CC1)OCCO2,COC(=O)CC1CCC2(CC1)OCCO2,O=C(O)CC1CCC2(CC1)OCCO2,0.7291666666666666
418,O=COCcccccc6))))))))[C@@H]O)CCCCC4,BrCcccccc6.O=CO)[C@@H]O)CCCCC4,BrCcccccc6.O=CO)[C@@H]O)CCCCC4,O=C(OCc1ccccc1)[C@@H](O)CC2CCC2,BrCc1ccccc1.O=C(O)[C@@H](O)CC2CCC2,BrCc1ccccc1.O=C(O)[C@@H](O)CC2CCC2,1.0
419,COC=O)C=CC)NCC)=CC=O)OCCOccccOCCN))))cc6)))))))))))C6ccccc[N+]=O)[O-]))c6,COC=O)C=CC)NCC)=CC=O)OCCOccccOCCNC=O)OCC)C)C))))))))cc6)))))))))))C6ccccc[N+]=O)[O-]))c6,COC=O)C=CC)NCC)=CC=O)OCCOccccOCCNC=O)cccccc6C9=O)))))))))))))cc6)))))))))))C6ccccc[N+]=O)[O-]))c6,COC(=O)C2=C(C)NC(C)=C(C(=O)OCCOc1ccc(OCCN)cc1)C2c3cccc([N+](=O)[O-])c3,COC(=O)C2=C(C)NC(C)=C(C(=O)OCCOc1ccc(OCCNC(=O)OC(C)(C)C)cc1)C2c3cccc([N+](=O)[O-])c3,COC(=O)C4=C(C)NC(C)=C(C(=O)OCCOc3ccc(OCCN2C(=O)c1ccccc1C2=O)cc3)C4c5cccc([N+](=O)[O-])c5,0.6428571428571429
420,CCC)C)cccNC=O)cccc-cccc[N+]=O)[O-]))cc6))))))o5)))))))ccCC)C)C))c6O,CCC)C)cccN)ccCC)C)C))c6O.O=CO)cccc-cccc[N+]=O)[O-]))cc6))))))o5,CCC)C)cccN)ccCC)C)C))c6O.O=CO)cccc-cccc[N+]=O)[O-]))cc6))))))o5,CC(C)(C)c3cc(NC(=O)c2ccc(-c1ccc([N+](=O)[O-])cc1)o2)cc(C(C)(C)C)c3O,CC(C)(C)c1cc(N)cc(C(C)(C)C)c1O.O=C(O)c3ccc(-c2ccc([N+](=O)[O-])cc2)o3,CC(C)(C)c1cc(N)cc(C(C)(C)C)c1O.O=C(O)c3ccc(-c2ccc([N+](=O)[O-])cc2)o3,1.0
421,O=CCccccCl)cOCF)F)F)))c6)))))))NCCCcc6cnn5-ccccF)cc6,Fcccc-nnccc5CCCN6)))))))))cc6.O=CO)CccccCl)cOCF)F)F)))c6,Fcccc-nnccc5CCCN6)))))))))cc6.O=CO)CccccCl)cOCF)F)F)))c6,O=C(Cc1ccc(Cl)c(OC(F)(F)F)c1)N2CCCc3c2cnn3-c4ccc(F)cc4,Fc3ccc(-n1ncc2c1CCCN2)cc3.O=C(O)Cc4ccc(Cl)c(OC(F)(F)F)c4,Fc3ccc(-n1ncc2c1CCCN2)cc3.O=C(O)Cc4ccc(Cl)c(OC(F)(F)F)c4,1.0
422,CCCCCCCCCcccccF)c6F)))))))CCCC=COC)))CC6))))))CC6,CCC)C)[O-].CCCCCCCCCcccccF)c6F)))))))CCCC=O)CC6))))))CC6,CCCCCCCCCcccccF)c6F)))))))CCC=O)CC6))))))CC6.COC[P+]cccccc6))))))cccccc6))))))cccccc6,CCCCCC3CCC(c1cccc(F)c1F)(C2CCC(=COC)CC2)CC3,CC(C)(C)[O-].CCCCCC3CCC(c1cccc(F)c1F)(C2CCC(=O)CC2)CC3,CCCCC3CCC(C2(c1cccc(F)c1F)CCC(=O)CC2)CC3.COC[P+](c4ccccc4)(c5ccccc5)c6ccccc6,0.41025641025641024
423,CCC)C)OC=O)ccccCBr))cc6,CCC)C)OC=O)CCCI.O=CO)ccccCBr))cc6,CccccC=O)OCC)C)C))))cc6.O=CCCC=O)N5Br,CC(C)(C)OC(=O)c1ccc(CBr)cc1,CC(C)(C)OC(=O)CCCI.O=C(O)c1ccc(CBr)cc1,Cc1ccc(C(=O)OC(C)(C)C)cc1.O=C2CCC(=O)N2Br,0.3333333333333333
424,CCC)C[C@@H]O)C=O)OCcccc[N+]=O)[O-]))cc6,CCC)C[C@@H]O)C=O)O.O=[N+][O-])ccccCBr))cc6,CCC)C[C@H]O)C=O)O.O=[N+][O-])ccccCO))cc6,CC(C)C[C@@H](O)C(=O)OCc1ccc([N+](=O)[O-])cc1,CC(C)C[C@@H](O)C(=O)O.O=[N+]([O-])c1ccc(CBr)cc1,CC(C)C[C@H](O)C(=O)O.O=[N+]([O-])c1ccc(CO)cc1,0.8245614035087719
425,CCOC=O)ccccnc6NOCcccccc6,CCOC=O)ccccnc6Cl.NOCcccccc6,CCOC=O)ccccnc6Cl.NOCcccccc6,CCOC(=O)c1cccnc1NOCc2ccccc2,CCOC(=O)c1cccnc1Cl.NOCc2ccccc2,CCOC(=O)c1cccnc1Cl.NOCc2ccccc2,1.0
426,CC=O)NCCcccccc6)-nnc-cncnn5CC)C)))))))cc5CCO%10)))))))))))))C4,CC=O)OCC)=O.CCC)nncnc5-cccnn5)-cccCCNC4))))ccc6OCC%11,CC=O)Cl.CCC)nncnc5-ccccn5)-cccCCNC4))))ccc6OCC%11,CC(=O)N5CC(c1ccc4c(c1)-n3nc(-c2ncnn2C(C)C)cc3CCO4)C5,CC(=O)OC(C)=O.CC(C)n1ncnc1-c2cc5n(n2)-c4cc(C3CNC3)ccc4OCC5,CC(=O)Cl.CC(C)n1ncnc1-c2cc5c(n2)-c4cc(C3CNC3)ccc4OCC5,0.0
427,O=S=O)NCCCNccccCl)cc6CCcccCl)ccc6%15)))))))))))))))))))ccccCl)cc6,NCCCNccccCl)cc6CCcccCl)ccc6%15.O=S=O)Cl)ccccCl)cc6,NCCCNccccCl)cc6CCcccCl)ccc6%15.O=S=O)Cl)ccccCl)cc6,O=S(=O)(NCCCN3c1ccc(Cl)cc1CCc2cc(Cl)ccc23)c4ccc(Cl)cc4,NCCCN3c1ccc(Cl)cc1CCc2cc(Cl)ccc23.O=S(=O)(Cl)c4ccc(Cl)cc4,NCCCN3c1ccc(Cl)cc1CCc2cc(Cl)ccc23.O=S(=O)(Cl)c4ccc(Cl)cc4,1.0
428,CCOC=O)CCCC)C)))ccc-ccccCF)F)F))cc6))))))ccCCCCCCF)F)F))N6Ccccccc6)))))))))))))c6,BrCcccccc6.CCOC=O)CCCC)C)))ccc-ccccCF)F)F))cc6))))))ccCCCCCCF)F)F))N6))))))c6,CCOC=O)CCCC)C)))ccc-ccccCF)F)F))cc6))))))ccCCCCCCF)F)F))N6))))))c6.O=Ccccccc6,CCOC(=O)C(CC(C)C)c4cc(-c1ccc(C(F)(F)F)cc1)cc(C2CCCC(C(F)(F)F)N2Cc3ccccc3)c4,BrCc1ccccc1.CCOC(=O)C(CC(C)C)c4cc(-c2ccc(C(F)(F)F)cc2)cc(C3CCCC(C(F)(F)F)N3)c4,CCOC(=O)C(CC(C)C)c3cc(-c1ccc(C(F)(F)F)cc1)cc(C2CCCC(C(F)(F)F)N2)c3.O=Cc4ccccc4,0.8615384615384616
429,CC=O)NCCC=O)NCcccccc6%12,CC=O)OCC)=O.O=CCCNcccccc6CN%12,CC=O)OCC)=O.O=CCCNCcccccc6N9,CC(=O)N2CCC(=O)NCc1ccccc12,CC(=O)OC(C)=O.O=C2CCNc1ccccc1CN2,CC(=O)OC(C)=O.O=CCCN2Cc1ccccc1N2,0.4864864864864865
430,N#CCNCCOCC6))))))CCNCcccccc6)))))))CC6,CCOCCN6.O=CCCNCcccccc6)))))))CC6.[C-]#N,CCOCCN6.O=CCCNCcccccc6)))))))CC6.[C-]#N,N#CC3(N1CCOCC1)CCN(Cc2ccccc2)CC3,C1COCCN1.O=C3CCN(Cc2ccccc2)CC3.[C-]#N,C1COCCN1.O=C3CCN(Cc2ccccc2)CC3.[C-]#N,1.0
431,C=CCOC=O)cccccc6Occcccc6C[C@]NC=O)OCC)C)C)))))C=O)OC)))CC6,C=CCOC=O)cccccc6I.COC=O)[C@]NC=O)OCC)C)C)))))CCcccccO)c6C%10,C=CCOC=O)cccccc6O.COC=O)[C@]Ccccccc6O)))))))NC=O)OCC)C)C)))))CC6,C=CCOC(=O)c1ccccc1Oc2cccc3c2C[C@](NC(=O)OC(C)(C)C)(C(=O)OC)CC3,C=CCOC(=O)c1ccccc1I.COC(=O)[C@]3(NC(=O)OC(C)(C)C)CCc2cccc(O)c2C3,C=CCOC(=O)c1ccccc1O.CO3C(=O)[C@]C(c2ccccc2O)(NC(=O)OC(C)(C)C)CC3,0.0
